artist|song_name|lyrics|genre
taylorswift|You Are in Love|One look, dark room Meant just for you Time moved too fast You play it back Buttons on a coat Lighthearted joke No proof, not much But you saw enough Small talk, he drives Coffee at midnight The light reflects The chain on your neck He says, "Look up." And your shoulders brush No proof, one touch But you felt enough  You can hear it in the silence (silence), silence (silence) You can feel it on the way home (way home), way home (way home) You can see it with the lights out (lights out), lights out (lights out) You are in love, true love You are in love  Morning, his place Burnt toast, Sunday You keep his shirt He keeps his word And for once you let go Of your fears and your ghosts One step, not much But it said enough You kiss on sidewalks You fight then you talk One night he wakes Strange look on his face Pauses, then says. "You're my best friend." And you knew what it was He is in love  You can hear it in the silence (silence), silence (silence) You can feel it on the way home (way home), way home (way home) You can see it with the lights out (lights out), lights out (lights out) You are in love, true love  And so it goes You two are dancing in a snow globe 'round and 'round And he keeps a picture of you in his office downtown And you understand now why they lost their minds and fought the wars And why I've spent my whole life trying to put it into words  'Cause you can hear it in the silence You can feel it on the way home You can see it with the lights out You are in love, true love You're in love  You can hear it in the silence (silence), silence (silence) You can feel it on the way home (way home), way home (way home) You can see it with the lights out (lights out), lights out (lights out) You are in love, true love You are in love  You can hear it in the silence (silence), silence (silence) You can feel it on the way home (way home), way home (way home) You can see it with the lights out (lights out), lights out (lights out) You are in love, true love You are in love|Country
taylorswift|New Romantics|<i>[Music video version:]</i> "The fans are the best part of this tour They are the reason the shows are incredible And I know those fans out there, are just all in"  We're all bored, we're all so tired of everything We wait for trains that just aren't coming We show off our different scarlet letters Trust me, mine is better  We're so young but we're on the road to ruin We play dumb but we know exactly what we're doing We cry tears of mascara in the bathroom Honey, life is just a classroom  'Cause, baby, I could build a castle Out of all the bricks they threw at me And every day is like a battle But every night with us is like a dream  Baby, we're the new romantics Come on, come along with me Heart break is the national anthem We sing it proudly We are too busy dancing To get knocked off our feet Baby, we're the new romantics The best people in life are free  We're all here, the lights and noise are blinding We hang back, it's all in the timing It's poker, he can't see it in my face But I'm about to play my Ace  We need love, but all we want is danger We team up then switch sides like a record changer The rumors are terrible and cruel But, honey, most of them are true  'Cause, baby, I could build a castle Out of all the bricks they threw at me And every day is like a battle But every night with us is like a dream  Baby, we're the new romantics Come on, come along with me Heart break is the national anthem We sing it proudly We are too busy dancing To get knocked off our feet Baby, we're the new romantics The best people in life are free  So come on, come along with me The best people in life are free  Please take my hand and Please take me dancing and Please leave me stranded It's so romantic  <i>[Music video version:]</i> "I don't wanna forget anything that happened on this tour It was one of those remarkable moments in time when everything felt exciting. 1989!"  'Cause, baby, I could build a castle Out of all the bricks they threw at me And every day is like a battle But every night with us is like a dream  'Cause, baby, I could build a castle Out of all the bricks they threw at me And every day is like a battle But every night with us is like a dream  Baby, we're the new romantics Come on, come along with me Heart break is the national anthem We sing it proudly We are too busy dancing To get knocked off our feet Baby, we're the new romantics The best people in life are free  <i>[Music video version:]</i> "Looking out into like an endless ocean of crowd That was everything We're all really sad that it's ending But we're really happy because of what it was"|Country
taylorswift|Out of the Woods|Looking at it now It all seems so simple We were lying on your couch I remember You took a Polaroid of us Then discovered (then discovered) The rest of the world was black and white But we were in screaming color And I remember thinking…  Are we out of the woods yet? Are we out of the woods yet? Are we out of the woods yet? Are we out of the woods? Are we in the clear yet? Are we in the clear yet? Are we in the clear yet? In the clear yet? Good Are we out of the woods yet? Are we out of the woods yet? Are we out of the woods yet? Are we out of the woods? Are we in the clear yet? Are we in the clear yet? Are we in the clear yet? In the clear yet? Good Are we out of the woods?  Looking at it now Last December (last December) We were built to fall apart Then fall back together (back together) Your necklace hanging from my neck The night we couldn't quite forget When we decided (we decided) To move the furniture so we could dance Baby, like we stood a chance Two paper airplanes flying, flying, flying And I remember thinkin'  Are we out of the woods yet? Are we out of the woods yet? Are we out of the woods yet? Are we out of the woods? Are we in the clear yet? Are we in the clear yet? Are we in the clear yet? In the clear yet? Good Are we out of the woods yet? Are we out of the woods yet? Are we out of the woods yet? Are we out of the woods? Are we in the clear yet? Are we in the clear yet? Are we in the clear yet? In the clear yet? Good Are we out of the woods?  Remember when you hit the brakes too soon? Twenty stitches in the hospital room When you started cryin', baby, I did, too But when the sun came up, I was lookin' at you Remember when we couldn't take the heat I walked out and said, "I'm settin' you free" But the monsters turned out to be just trees And when the sun came up, you were lookin' at me  You were lookin' at me You were lookin' at me I remember, oh, I remember  Are we out of the woods yet? Are we out of the woods yet? Are we out of the woods yet? Are we out of the woods? Are we in the clear yet? Are we in the clear yet? Are we in the clear yet? In the clear yet? Good Are we out of the woods yet? Are we out of the woods yet? Are we out of the woods yet? Are we out of the woods? Are we in the clear yet? Are we in the clear yet? Are we in the clear yet? In the clear yet? Good Are we out of the woods yet? Are we out of the woods yet? Are we out of the woods yet? Are we out of the woods? Are we in the clear yet? Are we in the clear yet? Are we in the clear yet? In the clear yet? Good Are we out of the woods yet? Are we out of the woods yet? Are we out of the woods yet? Are we out of the woods? Are we in the clear yet? Are we in the clear yet? Are we in the clear yet? In the clear yet? Good|Country
taylorswift|Shake It Off|I stay out too late Got nothing in my brain That's what people say, mmm-mmm That's what people say, mmm-mmm  I go on too many dates <i>[chuckle]</i> But I can't make them stay At least that's what people say, mmm-mmm That's what people say, mmm-mmm  But I keep cruising Can't stop, won't stop moving It's like I got this music In my mind Saying, "It's gonna be alright."  'Cause the players gonna play, play, play, play, play And the haters gonna hate, hate, hate, hate, hate Baby, I'm just gonna shake, shake, shake, shake, shake I shake it off, I shake it off Heart-breakers gonna break, break, break, break, break And the fakers gonna fake, fake, fake, fake, fake Baby, I'm just gonna shake, shake, shake, shake, shake I shake it off, I shake it off  I never miss a beat I'm lightning on my feet And that's what they don't see, mmm-mmm That's what they don't see, mmm-mmm  I'm dancing on my own (dancing on my own) I make the moves up as I go (moves up as I go) And that's what they don't know, mmm-mmm That's what they don't know, mmm-mmm  But I keep cruising Can't stop, won't stop grooving It's like I got this music In my mind Saying, "It's gonna be alright."  'Cause the players gonna play, play, play, play, play And the haters gonna hate, hate, hate, hate, hate Baby, I'm just gonna shake, shake, shake, shake, shake I shake it off, I shake it off Heart-breakers gonna break, break, break, break, break And the fakers gonna fake, fake, fake, fake, fake Baby, I'm just gonna shake, shake, shake, shake, shake I shake it off, I shake it off  Shake it off, I shake it off, I, I, I shake it off, I shake it off, I, I, I shake it off, I shake it off, I, I, I shake it off, I shake it off  Hey, hey, hey Just think while you've been getting down and out about the liars and the dirty, dirty cheats of the world, You could've been getting down to this sick beat.  My ex-man brought his new girlfriend She's like "Oh, my god!" but I'm just gonna shake. And to the fella over there with the hella good hair Won't you come on over, baby? We can shake, shake, shake  Yeah ohhh  'Cause the players gonna play, play, play, play, play And the haters gonna hate, hate, hate, hate, hate (haters gonna hate) I'm just gonna shake, shake, shake, shake, shake I shake it off, I shake it off Heart-breakers gonna break, break, break, break, break (mmmm) And the fakers gonna fake, fake, fake, fake, fake (and fake, and fake, and fake) Baby, I'm just gonna shake, shake, shake, shake, shake I shake it off, I shake it off  Shake it off, I shake it off, I, I, I shake it off, I shake it off, I, I, I shake it off, I shake it off I, I, I shake it off, I shake it off  Shake it off, I shake it off, I, I, I shake it off, I shake it off, I, I, I shake it off, I shake it off, I, I, I shake it off, I shake it off  Shake it off, I shake it off, I, I, I shake it off, I shake it off (you've got to), I, I, I shake it off, I shake it off, I, I, I shake it off, I shake it off|Country
taylorswift|I Know Places|(I, I, I, I I, I, I, I I, I, I, I, I, I, I, I)  You stand with your hand on my waistline It's a scene and we're out here in plain sight I can hear them whisper as we pass by It's a bad sign, bad sign Something happens when everybody finds out See the vultures circling dark clouds Love's a fragile little flame, it could burn out It could burn out  Cause they got the cages, they got the boxes And guns They are the hunters, we are the foxes And we run  Baby, I know places we won't be found And they'll be chasing their tails tryin' to track us down Cause I, I know places we can hide I know places, I know places  Lights flash and we'll run for the fences Let them say what they want, we won't hear it Loose lips sink ships all the damn time Not this time  Just grab my hand and don't ever drop it My love They are the hunters, we are the foxes And we run  Baby, I know places we won't be found And they'll be chasing their tails tryin' to track us down Cause I, I know places we can hide I know places  They are the hunters, we are the foxes And we run Just grab my hand and don't ever drop it My love  Baby, I know places we won't be found And they'll be chasing their tails tryin' to track us down Cause I, I know places we can hide I know places  They take their shots, but we're bulletproof I know places And you know for me, it's always you I know places In the dead of night, your eyes so green I know places And I know for you, it's always me I know places  (I, I, I, I I, I, I, I I, I, I, I, I, I, I, I)|Country
taylorswift|…Ready for It?|Knew he was a killer First time that I saw him Wonder how many girls he had loved and left haunted But if he's a ghost then I can be a phantom Holdin' him for ransom Some, some boys are tryin' too hard He don't try at all though Younger than my exes but he act like such a man, so I see nothing better, I keep him forever Like a vendetta-ta  I-I-I see how this is gonna go Touch me, and you'll never be alone I-Island breeze and lights down low No one has to know  In the middle of the night, in my dreams You should see the things we do, baby In the middle of the night, in my dreams I know I'm gonna be with you So I take my time (Are you ready for it?)  Knew I was a robber First time that he saw me Stealing hearts and running off and never saying sorry But if I'm a thief then He can join the heist And we'll move to an island-and And he can be my jailer Burton to this Taylor Every love I've known in comparison is a failure I forget their names now I'm so very tame now Never be the same now, now  I-I-I see how this is gonna go Touch me and you'll never be alone I-Island breeze and lights down low No one has to know (No one has to know)  In the middle of the night, in my dreams You should see the things we do, baby In the middle of the night in my dreams I know I'm gonna be with you So I take my time (Are you ready for it?) (Ooh, are you ready for it?)  Baby, let the games begin Let the games begin Let the games begin Baby, let the games begin Let the games begin Let the games begin  I-I-I see how this is gonna go Touch me and you'll never be alone I-Island breeze and lights down low No one has to know  In the middle of the night, in my dreams You should see the things we do, baby In the middle of the night, in my dreams I know I'm gonna be with you So I take my time In the middle of the night  Baby, let the games begin Let the games begin Let the games begin (Are you ready for it?) Baby, let the games begin Let the games begin Let the games begin (Are you ready for it?)|Pop
taylorswift|End Game|<i>[Taylor Swift &amp; Future:]</i> I wanna be your end game I wanna be your first string I wanna be your A-Team I wanna be your end game, end game  Big reputation, big reputation Ooh, you and me, we got big reputations Ah, and you heard about me Ooh, I got some big enemies (yeah) Big reputation, big reputation Ooh, you and me would be a big conversation Ah, and I heard about you (yeah) Ooh, you like the bad ones, too  <i>[Future:]</i> You so dope, don't overdose I'm so stoked, I need a toast We do the most, I'm in the Ghost like I'm whippin' a boat I got a reputation, girl, that don't precede me (yeah) I'm one call away whenever you need me (yeah) I'm in a G5 (yeah), come to the A-Side (yeah) I got a bad boy persona, that's what they like (what they like) You love it, I love it, too, 'cause you my type (you my type) You hold me down and I protect you with my life  <i>[Taylor Swift &amp; Future:]</i> I don't wanna touch you, I don't wanna be Just another ex-love you don't wanna see I don't wanna miss you (I don't wanna miss you) Like the other girls do I don't wanna hurt you, I just wanna be Drinking on a beach with you all over me I know what they all say (I know what they all say) But I ain't tryna play  <i>[Taylor Swift:]</i> I wanna be your end game (End game) I wanna be your first string (First string) I wanna be your A-Team (A-Team) I wanna be your end game, end game  <i>[Ed Sheeran:]</i> Knew her when I was young Reconnected when we were little bit older, both sprung I got issues and chips on both of my shoulders Reputation precedes me; in rumors I’m knee-deep The truth is it's easier to ignore it, believe me Even when we'd argue, we'd not do it for long And you understand the good and bad end up in a song For all your beautiful traits and the way you do it with ease For all my flaws, paranoia and insecurities I've made mistakes and made some choices, that's hard to deny After the storm, something was born on the 4th of July I've passed days without fun, this end game is the one With four words on the tip of my tongue, I'll never say it  <i>[Taylor Swift:]</i> I don't wanna touch you, I don't wanna be Just another ex-love you don't wanna see I don't wanna miss you (I don't wanna miss you) Like the other girls do I don't wanna hurt you, I just wanna be Drinking on a beach with you all over me I know what they all say, yeah, but I ain't tryna play  <i>[Taylor Swift:]</i> I wanna be your end game (End game) I wanna be your first string (Wanna be your first string) I wanna be your A-Team (A-Team) I wanna be your end game, end game  <i>[Taylor Swift &amp; Future:]</i> Big reputation, big reputation Ooh, you and me, we got big reputations Ah, and you heard about me Oh, I got some big enemies Hey, big reputation, big reputation Ooh, you and me would be a big conversation Ah, and I heard about you Ooh, you like the bad ones, too  <i>[Taylor Swift:]</i> I hit you like bang We tried to forget it, but we just couldn't And I bury hatchets, but I keep maps of where I put 'em Reputation precedes me, they told you I'm crazy I swear I don't love the drama, it loves me And I can't let you go, your hand prints on my soul It's like your eyes are liquor, it's like your body is gold You've been calling my bluff on all my usual tricks So here's the truth from my red lips  <i>[Taylor Swift, Future &amp; Ed Sheeran:]</i> I wanna be your end game (End game) I wanna be your first string (Me and you) I wanna be your A-Team (Be your A-Team now) I wanna be your end game, end game I wanna be your end game (oh, I do) I wanna be your first string (first string) I wanna be your A-Team (A-Team) I wanna be your end game, end game|Pop
taylorswift|I Did Something Bad|I never trust a narcissist, but they love me So I play 'em like a violin And I make it look—oh—so easy  'Cause for every lie I tell them, they tell me three This is how the world works Now all he thinks about is me  I can feel the flames on my skin Crimson-red paint on my lips If a man talks shit Then I owe him nothing I don't regret it one bit 'Cause he had it coming  They say I did something bad Then why's it feel so good? They say I did something bad But why's it feel so good? Most fun I ever had And I'd do it over and over and over again if I could It just felt so good, good  I never trust a playboy, but they love me So I fly 'em all around the world And I let them think they saved me  They never see it comin', what I do next This is how the world works You gotta leave before you get left  I can feel the flames on my skin He says, "Don't throw away a good thing." But if he drops my name Then I owe him nothin' And if he spends my change Then he had it comin'  They say I did something bad Then why's it feel so good? They say I did something bad But why's it feel so good? Most fun I ever had And I'd do it over and over and over again if I could It just felt so good, good  It just felt so good  They're burning all the witches, even if you aren't one They got their pitchforks and proof, their receipts and reasons  They're burning all the witches, even if you aren't one So light me up (light me up), light me up (light me up) Light me up, go ahead and light me up (light me up)  Light me up (light me up), light me up (light me up) Light me up (light me up), light me up  They say I did something bad (oh) Then why's it feel so good? (so good) They say I did something bad But why's it feel so good? Most fun I ever had (most fun I ever had) And I'd do it over and over and over again if I could It just felt so good (good), good  Oh, you say I did something bad (You say I did something bad?) Why's it feel so good, good? So bad, why's it feel so good? Why's it feel, why's it feel so good? (bad) It just felt so good, good|Pop
taylorswift|Don't Blame Me|Don't blame me. Love made me crazy. If it doesn't, you ain't doing it right. Lord, save me. My drug is my baby I'll be using for the rest of my life.  I've been breaking hearts a long time And toying with them older guys. Just playthings for me to use. Something happened for the first time In the darkest little paradise. Shaking, pacing, I just need you.  For you, I would cross the line, I would waste my time, I would lose my mind. They say, "She's gone too far this time."  Don't blame me. Love made me crazy. If it doesn't, you ain't doing it right. Lord, save me. My drug is my baby I'll be using for the rest of my life.  Don't blame me. Love made me crazy. If it doesn't, you ain't doing it right. Oh, Lord, save me. My drug is my baby I'll be using for the rest of my life.  My name is whatever you decide, And I'm just gonna call you mine. I'm insane, but I'm your baby (your baby). Echoes (echoes) of your name inside my mind. Halo, hiding my obsession. I once was poison ivy, but now I'm your daisy.  And, baby, for you, I would fall from grace Just to touch your face. If you walk away, I'd beg you on my knees to stay.  Don't blame me. Love made me crazy. If it doesn't, you ain't doing it right. Lord, save me. My drug is my baby I'll be using for the rest of my life.  Don't blame me. Love made me crazy. If it doesn't, you ain't doing it right. Oh, Lord, save me. My drug is my baby. I'll be using for the rest of my life.  I get so high, oh, Every time you're—every time you're loving me You're loving me. Trip of my life, oh, Every time you're—every time you're touching me. You're touching me.  Every time you're—every time you're loving me.  Oh, Lord, save me. My drug is my baby I'll be using for the rest of my life. (Using for the rest of my life. Oh!)  Don't blame me. Love made me crazy. If it doesn't, you ain't doing it right (doing it right, no). Lord, save me. My drug is my baby I'll be using for the rest of my life.  Don't blame me. Love made me crazy. If it doesn't, you ain't doing it right (you ain't doing it...). Oh, Lord, save me. My drug is my baby I'll be using for the rest of my life (I'll be using, I'll be using).  I get so high, oh, Every time you're—every time you're loving me. You're loving me. Oh, Lord, save me. My drug is my baby I'll be using for the rest of my life.|Pop
taylorswift|Delicate|This ain't for the best My reputation's never been worse, so You must like me for me... We can't make Any promises now, can we, babe? But you can make me a drink...  Dive bar on the east side, where you at? Phone lights up my nightstand in the black Come here, you can meet me in the back Dark jeans and your Nikes, look at you Oh damn, never seen that color blue Just think of the fun things we could do  'Cause I like you This ain't for the best My reputation's never been worse, so You must like me for me... Yeah, I want you We can't make Any promises now, can we, babe? But you can make me a drink...  Is it cool that I said all that? Is it chill that you're in my head? 'Cause I know that it's delicate (delicate) Is it cool that I said all that? Is it too soon to do this yet? 'Cause I know that it's delicate Isn't it? Isn't it? Isn't it? Isn't it? Isn't it? Isn't it? Isn't it? Isn't it? Delicate  Third floor on the west side, me and you Handsome, you're a mansion with a view Do the girls back home touch you like I do? Long night, with your hands up in my hair Echoes of your footsteps on the stairs Stay here, honey, I don't wanna share  'Cause I like you This ain't for the best My reputation's never been worse, so You must like me for me Yeah, I want you We can't make Any promises now, can we, babe? But you can make me a drink  Is it cool that I said all that? Is it chill that you're in my head? 'Cause I know that it's delicate (delicate) Is it cool that I said all that? Is it too soon to do this yet? 'Cause I know that it's delicate Isn't it? Isn't it? Isn't it? Isn't it? Isn't it? Isn't it? Isn't it? Isn't it? Delicate  Sometimes I wonder when you sleep Are you ever dreaming of me? Sometimes when I look into your eyes I pretend you're mine, all the damn time 'Cause I like you  Is it cool that I said all that? Is it chill that you're in my head? 'Cause I know that it's delicate (delicate) Yeah, I want you Is it cool that I said all that? Is it too soon to do this yet? 'Cause I know that it's delicate (delicate) 'Cause I like you Is it cool that I said all that? (Isn't it?) Is it chill that you're in my head? (Isn't it? Isn't it?) 'Cause I know that it's delicate (Isn't it?) (Delicate) Yeah, I want you Is it cool that I said all that (Isn't it?) Is it too soon to do this yet? (Isn't it? Isn't it?) 'Cause I know that it's delicate (Isn't it?) Delicate|Pop
taylorswift|Look What You Made Me Do|I don't like your little games Don't like your tilted stage The role you made me play Of the fool, no, I don't like you I don't like your perfect crime How you laugh when you lie You said the gun was mine Isn't cool, no, I don't like you (Oh!)  But I got smarter, I got harder in the nick of time Honey, I rose up from the dead, I do it all the time I've got a list of names and yours is in red, underlined I check it once, then I check it twice, oh!  Ooh, look what you made me do Look what you made me do Look what you just made me do Look what you just made me Ooh, look what you made me do Look what you made me do Look what you just made me do Look what you just made me do  I don't like your kingdom keys They once belonged to me You asked me for a place to sleep Locked me out and threw a feast (What?) The world moves on, another day, another drama, drama But not for me, not for me, all I think about is karma And then the world moves on, but one thing's for sure Maybe I got mine, but you'll all get yours  But I got smarter, I got harder in the nick of time Honey, I rose up from the dead, I do it all the time I've got a list of names and yours is in red, underlined I check it once, then I check it twice, oh!  Ooh, look what you made me do Look what you made me do Look what you just made me do Look what you just made me Ooh, look what you made me do Look what you made me do Look what you just made me do Look what you just made me do  I don't trust nobody and nobody trusts me I'll be the actress starring in your bad dreams I don't trust nobody and nobody trusts me I'll be the actress starring in your bad dreams I don't trust nobody and nobody trusts me I'll be the actress starring in your bad dreams I don't trust nobody and nobody trusts me I'll be the actress starring in your bad dreams  (Ooh, look what you made me do) (Look what you made me do) (Look what you just made me do) "I'm sorry, the old Taylor can't come to the phone right now." (Look what you just made me do) (Look what you made me do) (Look what you made me do) "Why?" (Look what you just made me do) "Oh, 'cause she's dead!" (Oh!)  Ooh, look what you made me do Look what you made me do Look what you just made me do Look what you just made me Ooh, look what you made me do Look what you made me do Look what you just made me do Look what you just made me do  Ooh, look what you made me do Look what you made me do Look what you just made me do Look what you just made me Ooh, look what you made me do Look what you made me do Look what you just made me do Look what you just made me do|Pop
taylorswift|So It Goes…|See you in the dark All eyes on you, my magician All eyes on us You make everyone disappear, and Cut me into pieces Gold cage, hostage to my feelings Back against the wall Trippin', trip, trippin' when you're gone  'Cause we break down a little But when you get me alone, it's so simple 'Cause baby, I know what you know We can feel it...  And all the pieces fall Right into place Getting caught up in a moment Lipstick on your face So it goes... I'm yours to keep And I'm yours to lose You know I'm not a bad girl, but I Do bad things with you So it goes...  Met you in a bar All eyes on me, your illusionist All eyes on us I make all your grey days clear and Wear you like a necklace I'm so chill, but you make me jealous But I got your heart Skippin', skip, skippin' when I'm gone  'Cause we break down a little But when I get you alone, it's so simple 'Cause baby, I know what you know We can feel it...  And all the pieces fall Right into place Getting caught up in a moment Lipstick on your face So it goes... I'm yours to keep And I'm yours to lose You know I'm not a bad girl, but I Do bad things with you So it goes...  Come here, dressed in black now So, so, so it goes... Scratches down your back now So, so, so it goes...  You did a number on me But, honestly, baby, who's counting? I did a number on you But, honestly, baby, who's counting? You did a number on me But, honestly, baby, who's counting? Who's counting? 1, 2, 3  And all the pieces fall (pieces fall) Right into place Getting caught up in a moment (caught up, caught up) Lipstick on your face So it goes... I'm yours to keep (oh) And I'm yours to lose (baby) You know I'm not a bad girl, but I Do bad things with you So it goes...  Come here, dressed in black now So, so, so it goes... Scratches down your back now So, so, so it goes... Come here, dressed in black now So, so, so it goes... Scratches down your back now So, so, so it goes...|Pop
taylorswift|Gorgeous|Gorgeous  You should take it as a compliment That I got drunk and made fun of the way you talk You should think about the consequence Of your magnetic field being a little too strong And I got a boyfriend, he's older than us He's in the club doing, I don't know what You're so cool, it makes me hate you so much (I hate you so much)  Whisky on ice, Sunset and Vine You've ruined my life, by not being mine  You're so gorgeous I can't say anything to your face 'Cause look at your face And I'm so furious At you for making me feel this way But what can I say? You're gorgeous  You should take it as a compliment That I'm talking to everyone here but you (but you, but you) And you should think about the consequence Of you touching my hand in a darkened room (dark room, dark room) If you got a girlfriend, I'm jealous of her But if you're single that's honestly worse 'Cause you're so gorgeous it actually hurts (Honey, it hurts)  Ocean blue eyes looking in mine I feel like I might sink and drown and die  You're so gorgeous I can't say anything to your face 'Cause look at your face And I'm so furious At you for making me feel this way But what can I say? You're gorgeous  You make me so happy it turns back to sad There's nothing I hate more than what I can't have You are so gorgeous it makes me so mad You make me so happy it turns back to sad There's nothing I hate more than what I can't have Guess I'll just stumble on home to my cats Alone, unless you wanna come along, oh...  You're so gorgeous I can't say anything to your face 'Cause look at your face And I'm so furious At you for making me feel this way But what can I say? You're gorgeous  You make me so happy it turns back to sad There's nothing I hate more than what I can't have You are so gorgeous it makes me so mad You're gorgeous You make me so happy it turns back to sad There's nothing I hate more than what I can't have You are so gorgeous it makes me so mad You're gorgeous|Pop
taylorswift|Getaway Car|No, nothing good starts in a getaway car...  It was the best of times, the worst of crimes I struck a match and blew your mind But I didn't mean it And you didn't see it The ties were black, the lies were white In shades of gray and candlelight I wanted to leave him I needed a reason  X marks the spot, where we fell apart He poisoned the well, I was lying to myself I knew it from the first old fashioned, we were cursed We never had a shotgun shot in the dark  You were driving the getaway car We were flying, but we'd never get far Don't pretend it's such a mystery Think about the place where you first met me We're riding in a getaway car There were sirens in the beat of your heart Should've known I'd be the first to leave Think about the place where you first met me In a getaway car No, they never get far No, nothing good starts in a getaway car  It was the great escape, the prison break The light of freedom on my face But you weren't thinking And I was just drinking Well he was running after us, I was screaming 'Go go go!' But with three of us, honey, it's a side show And a circus ain't a love story And now we're both sorry (we're both sorry)  X marks the spot, where we fell apart He poisoned the well, every man for himself I knew it from the first old fashioned, we were cursed It hit you like a shotgun shot to the heart  You were driving the getaway car We were flying, but we'd never get far Don't pretend it's such a mystery Think about the place where you first met me We're riding in a getaway car There were sirens in the beat of your heart Should've known I'd be the first to leave Think about the place where you first met me In a getaway car No, they never get far No, nothing good starts in a getaway car  We were jet set Bonnie and Clyde Until I switched to the other side It's no surprise, I turned you in 'Cause us traitors never win  I'm in a getaway car I left you in the motel bar I put the money in a bag and stole the keys That was the last time you ever saw me  Driving the getaway car We were flying, but we'd never get far Don't pretend it's such a mystery Think about the place where you first met me We're riding in a getaway car There were sirens in the beat of your heart Should've known I'd be the first to leave Think about the place where you first met me In a getaway car No, they never get far No, nothing good starts in a getaway car  I was riding in a getaway car I was crying in a getaway car I was dying in a getaway car Said 'goodbye' in a getaway car  I was riding in a getaway car I was crying in a getaway car I was dying in a getaway car Said 'goodbye' in a getaway car|Pop
taylorswift|King of My Heart|I'm perfectly fine, I live on my own I made up my mind, I'm better off being alone We met a few weeks ago Now you try on calling me, baby, like trying on clothes  Salute to me I'm your American Queen And you move to me like I'm a Motown beat And we rule the kingdom inside my room 'Cause all the boys and their expensive cars With their Range Rovers and their Jaguars Never took me quite where you do  And all at once, you are the one I have been waiting for King of my heart, body and soul, ooh whoa And all at once, you are all I want, I'll never let you go King of my heart, body and soul, ooh whoa  And all at once, I've been waiting, waiting Ooh whoa, ooh whoa And all at once, you are the one I have been waiting, waiting Body and soul, ooh whoa And all at once  Late in the night, the city's asleep Your love is a secret I'm hoping, dreaming, dying to keep Change my priorities The taste of your lips is my idea of luxury  Salute to me I'm your American Queen And you move to me like I'm a Motown beat And we rule the kingdom inside my room 'Cause all the boys and their expensive cars With their Range Rovers and their Jaguars Never took me quite where you do  And all at once, you are the one I have been waiting for King of my heart, body and soul, ooh whoa And all at once, you are all I want, I'll never let you go King of my heart, body and soul, ooh whoa  And all at once, I've been waiting, waiting Ooh whoa, ooh whoa And all at once, you are the one I have been waiting, waiting Body and soul, ooh whoa And all at once  Is this the end of all the endings? My broken bones are mending With all these nights we're spending Up on the roof with a school girl crush Drinking beer out of plastic cups Say you fancy me, not fancy stuff Baby, all at once, this is enough  And all at once, you are the one I have been waiting for King of my heart, body and soul, ooh whoa And all at once, you are the one I have been waiting for King of my heart, body and soul, ooh whoa And all at once, you are all I want, I'll never let you go King of my heart, body and soul, ooh whoa  And all at once, I've been waiting, waiting Ooh whoa, ooh whoa And all at once, you are the one I have been waiting, waiting Body and soul, ooh whoa And all at once|Pop
taylorswift|Dancing with Our Hands Tied|I, I loved you in secret First sight, yeah, we love without reason Oh, 25 years old Oh, how were you to know and  My, my love had been frozen Deep blue, but you painted me golden Oh, and you held me close Oh, how was I to know what  I could've spent forever with your hands in my pockets Picture of your face in an invisible locket You said there was nothing in the world that could stop it I had a bad feeling And darling, you had turned my bed into a sacred oasis People started talking, putting us through our paces I knew there was no one in the world who could take it I had a bad feeling  But we were dancing Dancing with our hands tied, hands tied Yeah, we were dancing Like it was the first time, first time Yeah, we were dancing Dancing with our hands tied, hands tied Yeah, we were dancing And I had a bad feeling But we were dancing  I, I loved you in spite of Deep fears that the world would divide us So, baby, can we dance Oh, through an avalanche? And say, say that we got it I'm a mess, but I'm the mess that you wanted Oh, 'cause it's gravity Oh, keeping you with me  I could've spent forever with your hands in my pockets Picture of your face in an invisible locket You said there was nothing in the world that could stop it I had a bad feeling  But we were dancing Dancing with our hands tied, hands tied Yeah, we were dancing Like it was the first time, first time Yeah, we were dancing Dancing with our hands tied, hands tied Yeah, we were dancing (Ooh, we had our hands tied) And I had a bad feeling But we were dancing  I'd kiss you as the lights went out Swaying as the room burned down I'd hold you as the water rushes in If I could dance with you again I'd kiss you as the lights went out Swaying as the room burned down I'd hold you as the water rushes in If I could dance with you again  Dancing with our hands tied, hands tied Yeah, we were dancing Like it was the first time, first time Yeah, we were dancing Dancing with our hands tied, hands tied Yeah, we were dancing And I had a bad feeling But we were dancing  Hands tied, hands tied|Pop
